Gene ID	Gene Name	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1a Paris classification'.p-value	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1a Paris classification'.log2foldchange	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1b Paris classification'.p-value	'Crohn's disease' vs 'non inflammatory bowel disease control' in 'A1b Paris classification'.log2foldchange
ENSG00000223243		NA	0	NA	-0.1
ENSG00000223244		NA	0	NA	0
ENSG00000223245	RNU4-63P	NA	0	NA	0
ENSG00000223247	RNU2-64P	NA	0	NA	0
ENSG00000223249		NA	0	0.85016685658646	0.1
ENSG00000223253		NA	0	NA	0
ENSG00000223254	Y_RNA	NA	0.6	0.954323121883779	0
ENSG00000223256	RNU6-785P	NA	0	NA	0
ENSG00000223258	RNU6-575P	NA	0	NA	0
ENSG00000223259	RNA5SP508	NA	0	NA	0
ENSG00000223260	RN7SKP194	NA	0	NA	0
ENSG00000223262	RNA5SP492	NA	0	NA	0
ENSG00000223263	RNU6-387P	NA	0.1	0.516173803540097	-0.3
ENSG00000223265	RNU6-592P	NA	0	NA	0
ENSG00000223269	RN7SKP53	NA	0	NA	0
ENSG00000223271	Y_RNA	NA	0	NA	0
ENSG00000223273	RN7SKP172	NA	0	NA	0
ENSG00000223274	RNA5SP498	NA	0.6	0.6452371340567	0.2
ENSG00000223275		NA	0	NA	0
ENSG00000223280	RNU6-57P	NA	0	NA	0
ENSG00000223281	RN7SKP85	NA	0	NA	0
ENSG00000223282	RN7SKP165	NA	0	NA	0
ENSG00000223284	RNU6-195P	NA	0.2	NA	-0.1
ENSG00000223286		NA	0	NA	0
ENSG00000223287	RNU6-954P	NA	0	NA	0
ENSG00000223290	RNA5SP107	NA	0	NA	0
ENSG00000223291		NA	0	NA	0
ENSG00000223293	RNA5SP270	NA	0	NA	0
ENSG00000223294	SNORD83	NA	0	NA	0
ENSG00000223297		NA	0	NA	0
ENSG00000223298	RNY3P8	NA	1	0.756988041485188	0.1
ENSG00000223299	RN7SKP108	NA	0	NA	0
ENSG00000223300	Y_RNA	NA	0	NA	-0.1
ENSG00000223302	Y_RNA	NA	0	NA	0
ENSG00000223305	RN7SKP30	NA	0.1	NA	-0.2
ENSG00000223306	RNU6-1304P	NA	0	NA	0
ENSG00000223307		NA	0	NA	0
ENSG00000223308	RN7SKP101	NA	0	NA	0
ENSG00000223309	RNU6-722P	0.67540988091483	-0.2	0.523713507983427	0.3
ENSG00000223313	RNU6-516P	0.890679304835386	0.1	0.564288752353404	0.2
ENSG00000223315	RN7SKP279	NA	0	NA	0
ENSG00000223316		NA	0	NA	0
ENSG00000223318	RNA5SP111	0.694884926947185	0.2	0.854687755521489	-0.1
ENSG00000223321	RN7SKP293	NA	0	NA	0
ENSG00000223322		NA	0	NA	0
ENSG00000223324	RN7SKP273	NA	0.1	NA	0
ENSG00000223327	RNU2-71P	NA	0	NA	0
ENSG00000223330	RNU6-1052P	NA	0	NA	0
ENSG00000223335	RNU6-603P	NA	0	NA	0
ENSG00000223336	RNU2-6P	NA	0.4	0.813185672669873	0.1
ENSG00000223341	RN7SKP3	NA	0	NA	0
ENSG00000223342		NA	0	NA	0
ENSG00000223343		0.906306059743676	-0.1	0.29950193767837	-0.3
ENSG00000223344		NA	0	NA	0
ENSG00000223345	H2BP1	NA	0.3	NA	0.1
ENSG00000223349	KLF2P3	NA	0	NA	0
ENSG00000223350	IGLV9-49	0.00104922927053076	1.3	1.14018563691672e-09	1.5
ENSG00000223351	ZNF385D-AS2	NA	0	NA	0
ENSG00000223352		NA	0	NA	0
ENSG00000223353		NA	0	NA	0
ENSG00000223355		NA	0	NA	0
ENSG00000223356		NA	-0.5	0.781057966317541	-0.1
ENSG00000223358	EHHADH-AS1	NA	0.1	0.491800611799881	-0.4
ENSG00000223359		NA	0	NA	0
ENSG00000223360		NA	0	NA	0
ENSG00000223361	FTH1P10	0.889903161812846	-0.1	0.480495973346538	-0.2
ENSG00000223362	CDY15P	NA	0	NA	0
ENSG00000223364		NA	0	NA	0
ENSG00000223367		NA	0	NA	0
ENSG00000223368		NA	0	NA	0
ENSG00000223372		NA	0	NA	0
ENSG00000223373		NA	0	NA	0
ENSG00000223374		0.684415427752993	-0.1	0.559045947848256	-0.1
ENSG00000223375		NA	0	NA	-0.1
ENSG00000223376		NA	0	NA	0
ENSG00000223377		NA	0	NA	0
ENSG00000223379		NA	0.1	0.00114091072594136	-1.2
ENSG00000223381	LINC02661	NA	0	NA	0
ENSG00000223382	LINC01778	NA	0.4	0.843698550461482	0.1
ENSG00000223383	H2ACP1	NA	0	NA	0
ENSG00000223387	LINC02068	0.467838511845834	-0.4	0.318414154577275	-0.3
ENSG00000223389	SDCBP2P1	NA	0	NA	0
ENSG00000223390		NA	0.1	NA	-0.3
ENSG00000223391	RDXP2	NA	0	NA	0
ENSG00000223392	CLDN10-AS1	NA	0	NA	0
ENSG00000223393		NA	0.1	0.543334621689731	0.3
ENSG00000223394	TRBV29OR9-2	NA	0.1	0.758401797744739	-0.2
ENSG00000223395	RBM22P7	NA	0	NA	0
ENSG00000223396	RPS10P7	0.902039834025393	0	0.745376102566723	0
ENSG00000223398		NA	0	NA	0
ENSG00000223400		0.00251599431601674	1.3	0.0019141362582521	0.9
ENSG00000223401		0.092275085522492	0.8	0.00120911046704415	1
ENSG00000223402		NA	0.2	NA	-0.1
ENSG00000223403	MEG9	0.359947696522335	0.4	0.0303634233713282	0.6
ENSG00000223404	LINC00397	NA	0	NA	0
ENSG00000223405		NA	0	NA	0
ENSG00000223406	XKRYP5	NA	0	NA	0
ENSG00000223407	USP9YP18	NA	0	NA	0
ENSG00000223409	RPL17P17	NA	0	NA	-0.1
ENSG00000223410		NA	0	NA	0
ENSG00000223412		NA	0	NA	0
ENSG00000223414		0.188496968300692	0.7	5.38068902567682e-05	1.4
ENSG00000223416	RPS26P15	NA	0.2	0.910622722551142	-0.1
ENSG00000223417	TRIM49D1	NA	0	NA	0
ENSG00000223418	LIMK2P1	NA	0	NA	0
ENSG00000223419		NA	0	NA	0
ENSG00000223421		NA	0	NA	0
ENSG00000223422		NA	0	NA	0
ENSG00000223427	RBM7P1	NA	0.1	NA	0
ENSG00000223428		NA	0	NA	0
ENSG00000223429		NA	0.1	NA	0
ENSG00000223430		NA	0	NA	0
ENSG00000223431	MTND6P21	NA	0	NA	-0.2
ENSG00000223432		NA	0	NA	0
ENSG00000223433	RPS29P9	NA	0	NA	0
ENSG00000223436		NA	0	NA	0
ENSG00000223437	TMSB4XP3	NA	0	NA	0
ENSG00000223438		NA	0	NA	0
ENSG00000223439		NA	0	NA	0
ENSG00000223440		NA	0	NA	0
ENSG00000223441		NA	0	NA	0
ENSG00000223442	TH2LCRR	0.57786089330812	-0.3	0.66127856878324	-0.1
ENSG00000223443	USP17L2	NA	0.1	NA	-0.1
ENSG00000223445	RPL6P21	NA	0	NA	0
ENSG00000223446		NA	0	NA	0
ENSG00000223447		NA	0	NA	0
ENSG00000223448		NA	0	NA	0
ENSG00000223450		NA	0	NA	-0.1
ENSG00000223452	HMGN2P18	NA	0.3	NA	0.1
ENSG00000223454		NA	0	NA	0
ENSG00000223455		NA	0.1	NA	0
ENSG00000223457	HTATSF1P1	NA	0	NA	0
ENSG00000223458	LMO7DN-IT1	NA	-0.1	0.994680589033019	0
ENSG00000223459	TCAF1P1	0.792012504340967	-0.2	0.980913985054213	0
ENSG00000223460	GAPDHP69	0.952522570478964	0	0.946823143409543	0
ENSG00000223461		NA	0.2	0.592431080393045	0.2
ENSG00000223462		NA	0.4	0.772442337297492	-0.2
ENSG00000223463		NA	0	NA	0
ENSG00000223465		NA	0	NA	0
ENSG00000223466	LINC01825	NA	0.5	0.134127196224127	-0.6
ENSG00000223467	CALM1P1	NA	0.3	NA	0.1
ENSG00000223469		NA	0	NA	0
ENSG00000223470	LINC02629	NA	0.1	NA	-0.4
ENSG00000223473		0.468896074610656	-0.3	0.782454786901278	-0.1
ENSG00000223475		NA	0	NA	-0.1
ENSG00000223476	VN1R42P	NA	0.1	0.825622780838389	0.1
ENSG00000223478		0.681363397163403	-0.1	0.0732049690463677	-0.2
ENSG00000223479	LINC02238	NA	0	NA	0
ENSG00000223481		NA	0	NA	0
ENSG00000223482	NUTM2A-AS1	0.62213513333481	-0.1	0.0188000376908978	-0.2
ENSG00000223484	TRPC6P	NA	0	NA	0
ENSG00000223485	LINC01615	NA	0.5	3.46151386623022e-05	1.8
ENSG00000223486		NA	-0.1	NA	0.5
ENSG00000223487	FRMPD4-AS1	NA	0	NA	0
ENSG00000223488	MAPK6P2	NA	0	NA	-0.1
ENSG00000223489	NEFHP1	NA	0	NA	-0.1
ENSG00000223490	CHCHD2P5	NA	0	NA	0
ENSG00000223492		NA	0	NA	0
ENSG00000223493		NA	0	NA	0
ENSG00000223494		NA	0	NA	0
ENSG00000223495		NA	0	NA	0.1
ENSG00000223496	EXOSC6	0.293949759879403	-0.2	0.014209858373783	-0.2
ENSG00000223497	H2BL1P	NA	0	NA	0
ENSG00000223498	SLC35C2P1	NA	0	NA	-0.1
ENSG00000223500	RNF14P4	NA	0	NA	-0.6
ENSG00000223501	VPS52	0.84849255882327	0	0.339319160700746	-0.1
ENSG00000223502		0.92251564177049	0.1	0.30495173041477	-0.2
ENSG00000223503		NA	0.3	NA	-0.3
ENSG00000223504		NA	0	NA	0
ENSG00000223505	RPL35AP5	NA	0.4	0.502366900138663	-0.3
ENSG00000223506	SLC20A1P1	NA	0	NA	-0.1
ENSG00000223508	RPL23AP53	0.326058655763677	0.5	0.246209278972358	0.3
ENSG00000223509		0.212892741285924	-0.4	0.19830549194232	-0.2
ENSG00000223510	CDRT15	0.776260525358646	-0.2	0.733400928008128	-0.1
ENSG00000223511		0.783154297970134	0.2	0.113126581862365	-0.4
ENSG00000223513	ATP6V0E1P2	NA	0.1	NA	-0.1
ENSG00000223514		NA	0	NA	0
ENSG00000223516	AFF2-IT1	NA	0	NA	0
ENSG00000223517		NA	0.1	NA	-0.2
ENSG00000223518	CSNK1A1P1	NA	0	0.568340921245491	0.3
ENSG00000223519	KIF28P	0.635395812313335	-0.3	0.370443810333621	-0.3
ENSG00000223522		0.682787147754337	0.2	0.456813746674009	0.2
ENSG00000223523		NA	-0.1	0.476397632797224	-0.3
ENSG00000223525	RABGAP1L-IT1	0.337287260024592	-0.4	0.00415087095530905	-0.6
ENSG00000223528		NA	-0.5	0.949241000967776	0
ENSG00000223529	EEF1A1P8	0.21964302334656	0.5	0.0410295116329562	0.5
ENSG00000223530		NA	0	NA	0
ENSG00000223531		NA	0	NA	0
ENSG00000223532		NA	0	NA	0
ENSG00000223533		NA	0	NA	0
ENSG00000223534	HLA-DQB1-AS1	0.0256722637157447	0.9	0.799221439056507	-0.1
ENSG00000223535		NA	0	NA	0
ENSG00000223536		NA	0	NA	0
ENSG00000223537		NA	0	0.59592395292383	-0.2
ENSG00000223538		NA	0.1	NA	-0.1
ENSG00000223539		NA	0	NA	0
ENSG00000223540	RPS15AP5	0.41709600660572	0.4	0.31839716857468	0.6
ENSG00000223542		NA	0.2	0.148497703495189	-0.5
ENSG00000223543	TCEAL4P1	NA	0	NA	0
ENSG00000223544		NA	0	NA	0
ENSG00000223546	LINC00630	0.573670789490694	-0.2	0.951879567468056	0
ENSG00000223547	ZNF844	0.0356313075427051	-0.3	0.0236439208465719	-0.2
ENSG00000223548	ACSL6-AS1	NA	0	NA	0
ENSG00000223549	MTND5P28	0.746320075591109	-0.2	0.035662675332393	-0.6
ENSG00000223550	SNRPBP1	NA	0	NA	0
ENSG00000223551	TMSB4XP4	0.835782556072485	0.1	0.463599022360046	-0.2
ENSG00000223552	CCR5AS	0.000138205547413473	1	0.000599461846271706	0.6
ENSG00000223553	SMPD4P1	NA	0.4	0.930918864849175	0
ENSG00000223554		NA	0	NA	0
ENSG00000223555	USP9YP23	NA	0	NA	0
ENSG00000223557		NA	0	NA	0
ENSG00000223558	TRIM60P17	NA	0.1	NA	0
ENSG00000223559		0.580181411450965	-0.3	0.979288838106572	0
ENSG00000223560		NA	0	NA	0
ENSG00000223561		0.333742364549806	-0.3	0.916103007956978	0
ENSG00000223562		NA	0	NA	0
ENSG00000223563		NA	0	NA	0
ENSG00000223564	CYP4F32P	NA	0.1	NA	-0.1
ENSG00000223565		NA	0	NA	0
ENSG00000223566	TNRC18P2	NA	0	NA	0.3
ENSG00000223568	RPL3P11	NA	0.1	NA	-0.1
ENSG00000223569	USP17L15	NA	0	NA	0
ENSG00000223570		NA	0.2	NA	-0.3
ENSG00000223571	DHRSX-IT1	0.638145903117786	-0.3	0.0765423263560358	-0.5
ENSG00000223572	CKMT1A	0.921601805329955	0	0.154645073556551	-0.3
ENSG00000223573	TINCR	0.862796797505092	0.1	0.755482828444502	0.1
ENSG00000223574	TPMTP4	NA	0	NA	0
ENSG00000223575	RBMX2P3	NA	0.1	NA	0.2
ENSG00000223576		0.676876238595887	-0.2	0.153944829439927	-0.3
ENSG00000223577		NA	0	NA	0
ENSG00000223581	LINC02665	NA	0	NA	0
ENSG00000223583		0.640103468288877	-0.3	0.623209083795922	-0.1
ENSG00000223584	TVP23CP1	NA	0	NA	0
ENSG00000223586	LINC01312	NA	0.1	NA	-0.1
ENSG00000223587	LINC01986	NA	0	NA	0
ENSG00000223589		NA	0	NA	0
ENSG00000223590		NA	0	NA	0
ENSG00000223591	CENPVL1	NA	-0.1	0.991619475453832	0
ENSG00000223592	FNDC3CP	NA	0	NA	0
ENSG00000223593		NA	0	NA	0
ENSG00000223595	LYPLA1P1	NA	0	NA	0
ENSG00000223597	LINC02142	0.465944156044422	-0.3	0.0461667928122797	-0.4
ENSG00000223598		NA	0	NA	0
ENSG00000223599		NA	-0.1	0.0973776843700771	-0.5
ENSG00000223600	EEF1A1P41	NA	0.4	NA	-0.1
ENSG00000223601	EBLN1	NA	0	NA	-0.1
ENSG00000223602		NA	0.1	NA	-0.1
ENSG00000223603	CRPP1	NA	0	NA	0
ENSG00000223604	RPL17P13	NA	0	NA	0
ENSG00000223605		NA	0	NA	0
ENSG00000223606		NA	0	NA	0
ENSG00000223608	DSCR4-IT1	NA	0	NA	0
ENSG00000223609	HBD	NA	1.4	0.0872519852400397	0.6
ENSG00000223611	SUPT20HL2	NA	0	NA	-0.2
ENSG00000223612		NA	0	NA	-0.1
ENSG00000223614	ZNF735	NA	0	NA	-0.5
ENSG00000223615		NA	0	NA	0
ENSG00000223617	LINC00370	NA	0	NA	0
ENSG00000223618		NA	0	NA	0
ENSG00000223619	MTCO1P17	NA	0.2	0.830410748583802	-0.1
ENSG00000223620	RBM48P1	NA	0.1	NA	-0.1
ENSG00000223621	AK4P4	NA	0.3	0.736609050908536	-0.2
ENSG00000223622	GSTA6P	NA	0	NA	-0.4
ENSG00000223623		NA	0	NA	0
ENSG00000223624		NA	-0.1	NA	-0.1
ENSG00000223625	CYCSP32	NA	0	NA	0
ENSG00000223626	LINC01044	NA	-0.3	0.40720819494347	-0.4
ENSG00000223628		NA	0.1	NA	-0.1
ENSG00000223629	DEFA8P	NA	0	NA	0
ENSG00000223631	LINC01120	NA	0.1	NA	-0.1
ENSG00000223633		NA	0	NA	0
ENSG00000223634		NA	0	NA	0
ENSG00000223635		NA	0.1	NA	0
ENSG00000223636	UBE2Q2P5Y	NA	0	NA	0
ENSG00000223637	RBMY2EP	NA	-0.6	0.499570455648547	-0.3
ENSG00000223638	RFPL4A	NA	0.8	0.72807580332969	0.2
ENSG00000223639		NA	0	NA	0
ENSG00000223640	RPL30P3	NA	0.2	NA	-0.1
ENSG00000223641	TTTY17C	NA	0	NA	0
ENSG00000223642		NA	0.2	NA	0.1
ENSG00000223643		NA	-0.5	0.001136287652142	-1
ENSG00000223646		NA	-0.2	0.695153346957575	0.2
ENSG00000223647	LINC01946	NA	0.1	NA	0.2
ENSG00000223648	IGHV3-64	0.000293172773974234	1.3	9.81871119276865e-15	1.8
ENSG00000223649		NA	0	NA	0
ENSG00000223650	UHRF2P1	NA	0.4	NA	-0.1
ENSG00000223651		NA	0	NA	0
ENSG00000223652		NA	0.3	0.504793739549918	0.3
ENSG00000223653		0.916019230322325	-0.1	0.749481685917616	-0.1
ENSG00000223654		NA	0	NA	0
ENSG00000223655	RAB9AP3	NA	0	NA	0
ENSG00000223656	HMGB3P10	NA	0.1	NA	-0.1
ENSG00000223657	KRT8P51	NA	0.1	NA	0.1
ENSG00000223658	C1GALT1C1L	0.911646876619778	0.1	0.176218373040718	0.5
ENSG00000223659		NA	0	NA	0
ENSG00000223660		NA	0.1	NA	-0.1
ENSG00000223661		NA	0	NA	0
ENSG00000223662	SAMSN1-AS1	NA	0.1	NA	0.4
ENSG00000223663	NDUFB4P8	NA	0.4	0.666733709953247	0.2
ENSG00000223665		NA	0	NA	0
ENSG00000223666		NA	0	NA	0
ENSG00000223668	EEF1A1P24	0.199905374793908	0.6	0.276833062863085	0.3
ENSG00000223669		NA	0	NA	-0.1
ENSG00000223671	RPL34P3	NA	0	NA	0
ENSG00000223672		NA	0	NA	0
ENSG00000223675		NA	0.1	NA	-0.2
ENSG00000223676	RPL34P26	NA	0.5	0.936625502126849	0
ENSG00000223677	OR2AD1P	NA	0	NA	0
ENSG00000223678		NA	0	NA	-0.4
ENSG00000223679		NA	0	NA	0
ENSG00000223680		NA	0	NA	0
ENSG00000223683	RPSAP65	NA	0	NA	0
ENSG00000223684	IFNWP18	NA	0	NA	0
ENSG00000223685	LINC00571	NA	0.6	0.0175227463262629	0.8
ENSG00000223687		NA	0	NA	0
ENSG00000223688	RPS24P14	NA	0	NA	-0.1
ENSG00000223691		NA	-0.4	0.377208745368149	-0.3
ENSG00000223692	DIP2A-IT1	NA	0.2	NA	-0.1
ENSG00000223693		NA	0	NA	0
ENSG00000223694	ADH5P3	NA	0.4	NA	0.4
ENSG00000223695		NA	-0.1	0.46538673056775	-0.3
ENSG00000223696		NA	0	NA	0
ENSG00000223697		0.969146005025109	0	0.533528496309014	-0.1
ENSG00000223698	GOLGA6L11P	NA	0	NA	0
ENSG00000223699		NA	0	NA	0
ENSG00000223700		NA	0.3	0.0119480558275302	-0.8
ENSG00000223701	RAET1E-AS1	NA	0	NA	0
ENSG00000223702	ZDHHC20P2	NA	0	NA	0
ENSG00000223703		NA	0.2	0.0495783123639107	-0.8
ENSG00000223704	LINC01422	5.34637480090182e-05	-0.9	2.12047572031971e-10	-0.9
ENSG00000223705	NSUN5P1	0.93228675003972	0	0.15854928760452	-0.2
ENSG00000223707	SFR1P2	NA	0	NA	0
ENSG00000223708		NA	0	NA	0
ENSG00000223709	TRIM64EP	NA	0	NA	0
ENSG00000223710	CRYGGP	NA	0	NA	0
ENSG00000223711		0.779454950102887	0.2	0.910791759006548	0
ENSG00000223714	LINC02601	NA	0	NA	-0.1
ENSG00000223715	LINC01208	NA	0	NA	0
ENSG00000223716		NA	-0.2	0.974843991552431	0
ENSG00000223717	DNAJA1P1	NA	0.1	NA	0
ENSG00000223718		NA	1	0.783150683754333	0.1
ENSG00000223719		NA	0.1	NA	-0.1
ENSG00000223720		NA	0	NA	0
ENSG00000223721	UQCRFS1P2	NA	0	NA	0
ENSG00000223722	IFITM3P2	0.643697694619562	0.3	5.11437443391871e-06	1.6
ENSG00000223723	TFDP1P2	NA	0	NA	0
ENSG00000223724	RAD17P2	NA	0.1	NA	0.1
ENSG00000223725		0.387916427960881	-0.4	0.966833688594924	0
ENSG00000223726		NA	0.3	NA	-0.3
ENSG00000223727		0.99765944174093	0	0.709447565465936	-0.2
ENSG00000223728		NA	0	NA	0
ENSG00000223729	LINC02247	NA	0	NA	0
ENSG00000223730		NA	0.2	NA	-0.3
ENSG00000223731	SUPT20HL1	NA	0.3	NA	-0.2
ENSG00000223732		NA	0	NA	0
ENSG00000223733	RPL18AP14	NA	0	NA	0
ENSG00000223734	LAPTM4A-DT	NA	0.1	NA	-0.1
ENSG00000223735	OR51B3P	NA	0	NA	0
ENSG00000223738		NA	0	NA	-0.1
ENSG00000223739	RPS15AP15	NA	0	NA	0
ENSG00000223740		NA	0	NA	0
ENSG00000223741	PSMD4P1	NA	0	NA	0
ENSG00000223742		NA	0	NA	0
ENSG00000223744	RBMY2GP	NA	0	NA	0
ENSG00000223745	CCDC18-AS1	0.647337191847472	0.2	0.150711689071377	-0.2
ENSG00000223746	ELOCP30	NA	0	NA	0
ENSG00000223747		NA	0	NA	0
ENSG00000223749	MIR503HG	0.200600575037133	0.4	0.00165394800463418	0.6
ENSG00000223750	SIRPB3P	0.377181639794658	-0.5	0.0453360689603496	-0.6
ENSG00000223751		NA	0	NA	0
ENSG00000223752		NA	0	NA	0
ENSG00000223753		NA	0	NA	0
ENSG00000223754		NA	0.1	NA	0
ENSG00000223756	TSSC2	0.84292634448562	-0.1	0.839962700331275	0
ENSG00000223757		NA	0	NA	0
ENSG00000223760	MED15P9	0.770114241979341	-0.2	0.0143282789313884	-0.6
ENSG00000223761		NA	0	NA	0
ENSG00000223764	LINC02593	0.0895298998566449	0.4	0.0918083098669417	0.3
ENSG00000223765	LINC01626	NA	0	NA	0
ENSG00000223766		NA	0	NA	0
ENSG00000223767		NA	0	NA	0
ENSG00000223768	LINC00205	0.357791208830925	0.2	0.956892171390193	0
ENSG00000223769		NA	0	NA	0
ENSG00000223770	CACNA2D1-AS1	0.213257456941435	-0.5	0.148682451809554	-0.4
ENSG00000223771		NA	0	NA	0
ENSG00000223772	GEMIN8P3	NA	0	NA	0
ENSG00000223773	CD99P1	0.448936999064284	-0.1	0.295124595984842	-0.1
ENSG00000223774		NA	0.6	NA	-0.1
ENSG00000223775		NA	0	NA	0
ENSG00000223776	LGALS8-AS1	0.717393353904649	0.2	0.320891817506678	-0.3
ENSG00000223777		NA	0	NA	0
ENSG00000223779		NA	0	NA	0
ENSG00000223782	RPS21P8	NA	0	NA	0
ENSG00000223783	LINC01983	NA	0	NA	0
ENSG00000223784	LINP1	NA	0	NA	0
ENSG00000223786		NA	0	NA	-0.1
ENSG00000223787		NA	0.1	NA	-0.2
ENSG00000223788	DIS3L2P1	NA	0	NA	0
ENSG00000223791	UBE2E1-AS1	NA	0	NA	0.3
ENSG00000223793		NA	0	NA	0
ENSG00000223794	COX5BP8	NA	0	NA	0
ENSG00000223795		NA	0	NA	0
ENSG00000223797	ENTPD3-AS1	0.894157447827843	-0.1	0.0004605071208314	-0.6
ENSG00000223798		NA	0	NA	0
ENSG00000223799	IL10RB-DT	0.744113063879957	0.1	0.0181536074700335	0.3
ENSG00000223800		NA	0	NA	0
ENSG00000223802	CERS1	0.403991045624873	-0.4	0.0100928468571737	-0.6
ENSG00000223803	RPS20P14	0.440474075146722	0.4	0.777545691485258	-0.1
ENSG00000223804		0.0957373679677346	0.5	0.972016540710263	0
ENSG00000223806	LINC00114	9.49156541039568e-05	1.2	7.54137693161639e-09	1.2
ENSG00000223807	BOLA3P4	NA	0	NA	0
ENSG00000223808		NA	0	NA	0
ENSG00000223809		NA	0	NA	0
ENSG00000223810	KRT8P28	NA	0	NA	-0.1
ENSG00000223811		NA	0	NA	0
ENSG00000223812		NA	0	NA	0
ENSG00000223813		0.686336837216925	-0.2	0.767399253106446	-0.1
ENSG00000223814		NA	0	NA	0
ENSG00000223815	DIAPH3-AS2	NA	0	NA	0
ENSG00000223816	IGKV1OR2-2	NA	0	NA	0
ENSG00000223817	CDH23-AS1	NA	0	NA	0
ENSG00000223819	PPIAP89	NA	0.6	0.773663619198096	-0.1
ENSG00000223820	CFL1P1	0.550124949334656	-0.2	0.000145380398374975	-0.5
ENSG00000223821		0.86483451870996	-0.1	0.988878068923113	0
ENSG00000223822	EEF1A1P1	0.585231450593631	0.2	0.342911456195716	-0.2
ENSG00000223823	LINC01342	0.720855620677408	0.2	0.883605549168409	0
ENSG00000223824	TERF1P6	NA	0	NA	0
ENSG00000223825	DAZAP2P1	0.845700864992807	-0.1	0.194010333325363	0.5
ENSG00000223826	LINC01870	NA	0	NA	0
ENSG00000223827		NA	0	NA	0
ENSG00000223828	BANF1P4	NA	0	NA	0
ENSG00000223829		NA	0.2	0.160136424619466	0.7
ENSG00000223831		NA	-0.1	0.285058860949037	-0.5
ENSG00000223833		NA	0	NA	0
ENSG00000223834		NA	-0.2	0.505981984814464	0.3
ENSG00000223836		NA	0	NA	0
ENSG00000223837		NA	0.6	0.760901986378053	-0.2
ENSG00000223838		NA	0	NA	0
ENSG00000223839	FAM95B1	0.780867218426104	0.2	0.945329546948332	0
ENSG00000223840		NA	0	NA	0
ENSG00000223841		NA	0	NA	0
ENSG00000223842		NA	-0.3	0.799128274719205	-0.1
ENSG00000223843	EFCAB6-AS1	NA	-0.2	0.207294291725019	-0.4
ENSG00000223844		NA	0	NA	0
ENSG00000223845	VN1R40P	NA	0	NA	0
ENSG00000223847		NA	0	NA	0
ENSG00000223849		NA	0.4	0.880454195227825	-0.1
ENSG00000223850	MYCNUT	NA	0	NA	0
ENSG00000223851		NA	0	NA	0
ENSG00000223852		NA	0	NA	0
ENSG00000223853		NA	0	NA	0
ENSG00000223855	HRAT92	0.527118970401029	0.3	0.8762921330785	0
ENSG00000223856	RAB9AP2	NA	0	NA	0
ENSG00000223858		NA	0	NA	0
ENSG00000223859		NA	0.1	NA	0
ENSG00000223860		NA	0	NA	0
ENSG00000223861		0.0377459474228872	1	0.137279844114651	0.5
ENSG00000223863	LINC01805	NA	0	NA	0
ENSG00000223864	NPM1P19	NA	0.5	0.674335400673578	0.2
ENSG00000223865	HLA-DPB1	0.0116550663971147	0.6	0.00766342556041411	0.4
ENSG00000223866		NA	0	NA	0
ENSG00000223867		NA	0	NA	0
ENSG00000223868		NA	0	NA	0
ENSG00000223869		NA	0	NA	0
ENSG00000223870		NA	0	NA	0
ENSG00000223872		NA	0	NA	0
ENSG00000223873	SAP18P2	NA	0.1	NA	-0.1
ENSG00000223874	LINC01921	NA	0	NA	0
ENSG00000223875	NBEAP3	NA	-0.3	0.851787217502306	0.1
ENSG00000223876	RPS27P1	NA	0	NA	0
ENSG00000223877	RPS8P10	NA	0	NA	0
ENSG00000223878	PPIAP53	0.987238145290348	0	0.795731587301331	0.1
ENSG00000223880	LINC01078	NA	0	NA	0
ENSG00000223881		NA	-0.4	0.155900954148032	-0.6
ENSG00000223882	ABCC5-AS1	NA	0.1	NA	0
ENSG00000223883	LINC01707	NA	0	NA	0
ENSG00000223884		NA	-0.1	0.375499184270462	-0.4
ENSG00000223885	FAM90A13P	NA	0	NA	0
ENSG00000223886		0.935021550390865	-0.1	0.306138265704545	-0.5
ENSG00000223887		NA	0	NA	0
ENSG00000223889		NA	0	NA	0
ENSG00000223890		NA	0.2	NA	-0.1
ENSG00000223891	OSER1-DT	0.686810457523805	-0.1	9.69688041878595e-06	-0.4
ENSG00000223892		NA	0	NA	0
ENSG00000223893	GNL2P1	NA	0	NA	0
ENSG00000223894		NA	0	NA	0
ENSG00000223896	CCNJP2	NA	0	NA	0
ENSG00000223897		NA	0	NA	0
ENSG00000223898		NA	0	NA	0
ENSG00000223899	SEC13P1	NA	0.3	0.398766814691095	0.4
ENSG00000223901		0.45268137139261	-0.4	0.810536037963716	0.1
ENSG00000223903	RPL23P4	NA	0	NA	0
ENSG00000223904	HMGB1P12	NA	0	NA	0
ENSG00000223905		NA	0	NA	0
ENSG00000223906		NA	0.1	NA	0
ENSG00000223907		0.980941844262318	0	0.198899108782012	-0.3
ENSG00000223908		NA	0	NA	-0.1
ENSG00000223910	ZNF32-AS3	NA	0	NA	0
ENSG00000223911		NA	0	NA	0
ENSG00000223912	EEF1A1P36	NA	0	0.00481871334866273	-0.8
ENSG00000223914	LINC02471	NA	0.2	NA	0.2
ENSG00000223915	DPPA2P1	NA	0	NA	0
