geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0007190	activation of adenylate cyclase activity	http://amigo.geneontology.org/amigo/term/GO:0007190	31	3	0.9400283649625177	3.1913930598462534	0.0665651671944969	0.17698921379208615	140;801;2692	ADORA3;CALM1;GHRHR
GO:0030431	sleep	http://amigo.geneontology.org/amigo/term/GO:0030431	31	3	0.9400283649625177	3.1913930598462534	0.0665651671944969	0.17698921379208615	134;2030;2692	ADORA1;GHRHR;SLC29A1
GO:1902742	apoptotic process involved in development	http://amigo.geneontology.org/amigo/term/GO:1902742	31	3	0.9400283649625177	3.1913930598462534	0.0665651671944969	0.17698921379208615	5519;7421;51176	LEF1;PPP2R1B;VDR
GO:0051346	negative regulation of hydrolase activity	http://amigo.geneontology.org/amigo/term/GO:0051346	431	19	13.069426622543393	1.4537745647714178	0.0666312334276089	0.17698921379208615	341;1741;1800;4133;4846;5590;5627;5799;6059;6418;6653;7157;10565;51176;54106;56882;60385;65125;96459	ABCE1;APOC1;ARFGEF1;CDC42SE1;DLG3;DPEP1;FNIP1;LEF1;MAP2;NOS3;PRKCZ;PROS1;PTPRN2;SET;SORL1;TLR9;TP53;TSKS;WNK1
GO:0001525	angiogenesis	http://amigo.geneontology.org/amigo/term/GO:0001525	487	21	14.767542378604714	1.4220375646542853	0.06721777961838704	0.17743823812307138	283;302;688;1386;1499;3627;3791;4313;4763;4846;5290;5316;5468;5579;5587;6095;6667;7048;10563;51176;55294	ANG;ANXA2;ATF2;CTNNB1;CXCL10;CXCL13;FBXW7;KDR;KLF5;LEF1;MMP2;NF1;NOS3;PIK3CA;PKNOX1;PPARG;PRKCB;PRKD1;RORA;SP1;TGFBR2
GO:0090066	regulation of anatomical structure size	http://amigo.geneontology.org/amigo/term/GO:0090066	487	21	14.767542378604714	1.4220375646542853	0.06721777961838704	0.17743823812307138	134;822;1630;2045;4131;4133;4846;5027;5063;5581;5802;5979;6696;6712;9474;10565;11034;51466;57142;57175;81565	ADORA1;ARFGEF1;ATG5;CAPG;CORO1B;DCC;DSTN;EPHA7;EVL;MAP1B;MAP2;NDEL1;NOS3;P2RX7;PAK3;PRKCE;PTPRS;RET;RTN4;SPP1;SPTBN2
GO:0042445	hormone metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042445	218	11	6.610522050381577	1.6640138125498047	0.06864226002005003	0.18008000313902014	650;654;1381;1958;2692;5126;6696;6934;7421;7533;10202	BMP2;BMP6;CRABP1;DHRS2;EGR1;GHRHR;PCSK2;SPP1;TCF7L2;VDR;YWHAH
GO:0044706	multi-multicellular organism process	http://amigo.geneontology.org/amigo/term/GO:0044706	218	11	6.610522050381577	1.6640138125498047	0.06864226002005003	0.18008000313902014	682;790;811;3620;3845;4313;5016;6696;7048;7421;8997	BSG;CAD;CALR;IDO1;KALRN;KRAS;MMP2;OVGP1;SPP1;TGFBR2;VDR
GO:0061351	neural precursor cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0061351	143	8	4.336259877085163	1.8449078760882769	0.06968846734123224	0.18226214535399202	1499;2308;2737;4036;4763;6095;9839;51176	CTNNB1;FOXO1;GLI3;LEF1;LRP2;NF1;RORA;ZEB2
GO:0071826	ribonucleoprotein complex subunit organization	http://amigo.geneontology.org/amigo/term/GO:0071826	245	12	7.429256432768286	1.6152356711058586	0.0704005662556636	0.18355975864206767	472;1153;6169;6193;6204;6223;8664;9908;9924;10291;23020;26747	ATM;CIRBP;EIF3D;G3BP2;NUFIP1;PAN2;RPL38;RPS10;RPS19;RPS5;SF3A1;SNRNP200
GO:0002697	regulation of immune effector process	http://amigo.geneontology.org/amigo/term/GO:0002697	381	17	11.553251840345784	1.4714471938223757	0.07303609723934779	0.1898491824264392	2074;2956;3075;4179;4292;4436;5027;5585;5590;5627;5795;6223;8417;9474;10084;11213;54106	ATG5;CD46;CFH;ERCC6;IRAK3;MLH1;MSH2;MSH6;P2RX7;PKN1;PQBP1;PRKCZ;PROS1;PTPRJ;RPS19;STX7;TLR9
GO:0033555	multicellular organismal response to stress	http://amigo.geneontology.org/amigo/term/GO:0033555	74	5	2.2439386776524617	2.2282248841268886	0.07379984542845963	0.1912495994335082	1981;3620;5979;6198;10522	DEAF1;EIF4G1;IDO1;RET;RPS6KB1
GO:0002250	adaptive immune response	http://amigo.geneontology.org/amigo/term/GO:0002250	382	17	11.583575335989735	1.4675952378176051	0.07440941437418513	0.19224316783604062	2956;3572;4179;4292;4436;5027;5551;5579;5585;5588;5590;6095;8417;8792;10563;27040;51176	CD46;CXCL13;IL6ST;LAT;LEF1;MLH1;MSH2;MSH6;P2RX7;PKN1;PRF1;PRKCB;PRKCQ;PRKCZ;RORA;STX7;TNFRSF11A
GO:0050879	multicellular organismal movement	http://amigo.geneontology.org/amigo/term/GO:0050879	53	4	1.6071452691294659	2.4888851535907888	0.07645724987106517	0.19693534057698603	1147;1756;6198;7515	CHUK;DMD;RPS6KB1;XRCC1
GO:1902903	regulation of supramolecular fiber organization	http://amigo.geneontology.org/amigo/term/GO:1902903	329	15	9.976430066860269	1.503543842784709	0.07674154017168022	0.19707042038044773	324;673;822;4133;5063;5581;6712;10142;10565;11034;50944;51466;55160;57175;91807	AKAP9;APC;ARFGEF1;ARHGEF10L;BRAF;CAPG;CORO1B;DSTN;EVL;MAP2;MYLK3;PAK3;PRKCE;SHANK1;SPTBN2
GO:0001570	vasculogenesis	http://amigo.geneontology.org/amigo/term/GO:0001570	75	5	2.274262173296414	2.1985152190051966	0.07720682234895038	0.197668069266891	1499;3791;7048;8322;55294	CTNNB1;FBXW7;FZD4;KDR;TGFBR2
GO:0002285	lymphocyte activation involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002285	172	9	5.215641250759776	1.7255788056145438	0.07872812621238856	0.20095767952111193	1015;2956;4179;4292;4436;5590;6095;9452;51176	CD46;CDH17;ITM2A;LEF1;MLH1;MSH2;MSH6;PRKCZ;RORA
GO:0042391	regulation of membrane potential	http://amigo.geneontology.org/amigo/term/GO:0042391	414	18	12.553927196596204	1.4338142732642587	0.08049824944206607	0.20486081444837173	134;287;783;1756;2030;2559;2895;2911;3752;3791;5027;5590;7533;9472;10142;10497;50944;55800	ADORA1;AKAP6;AKAP9;ANK2;CACNB2;DMD;GABRA6;GRID2;GRM1;KCND3;KDR;P2RX7;PRKCZ;SCN3B;SHANK1;SLC29A1;UNC13B;YWHAH
GO:0032633	interleukin-4 production	http://amigo.geneontology.org/amigo/term/GO:0032633	34	3	1.0309988518943742	2.909799554565702	0.08301020260729386	0.20999604826249935	5588;5590;51176	LEF1;PRKCQ;PRKCZ
GO:0048536	spleen development	http://amigo.geneontology.org/amigo/term/GO:0048536	34	3	1.0309988518943742	2.909799554565702	0.08301020260729386	0.20999604826249935	1015;5585;10370	CDH17;CITED2;PKN1
GO:0021675	nerve development	http://amigo.geneontology.org/amigo/term/GO:0021675	77	5	2.3349091645843183	2.141410927602464	0.08427059436732542	0.21255194424993057	1499;2737;3280;5979;10497	CTNNB1;GLI3;HES1;RET;UNC13B
GO:0061919	process utilizing autophagic mechanism	http://amigo.geneontology.org/amigo/term/GO:0061919	473	20	14.343013439589384	1.3944071156481161	0.08465881738931769	0.2128993928429587	472;1613;1981;2033;2308;3791;5290;5476;5587;6009;6721;7157;9474;10645;29110;55294;57617;60412;60592;201163	ATG5;ATM;CAMKK2;CTSA;DAPK3;EIF4G1;EP300;EXOC4;FBXW7;FLCN;FOXO1;KDR;PIK3CA;PRKD1;RHEB;SCOC;SREBF2;TBK1;TP53;VPS18
GO:0007051	spindle organization	http://amigo.geneontology.org/amigo/term/GO:0007051	175	9	5.306611737691632	1.6959974546611518	0.08551092788788961	0.21440793128231908	891;4292;4751;6790;8556;10579;11200;22974;84445	AURKA;CCNB1;CDC14A;CHEK2;LZTS2;MLH1;NEK2;TACC2;TPX2
GO:0022406	membrane docking	http://amigo.geneontology.org/amigo/term/GO:0022406	177	9	5.367258728979537	1.6768336416141332	0.0902212084291455	0.2238988553551824	4751;8417;10142;10497;22981;54806;57617;57787;60412	AHI1;AKAP9;EXOC4;MARK4;NEK2;NINL;STX7;UNC13B;VPS18
GO:0048736	appendage development	http://amigo.geneontology.org/amigo/term/GO:0048736	177	9	5.367258728979537	1.6768336416141332	0.0902212084291455	0.2238988553551824	657;1499;2737;2778;4920;5915;8626;26160;51176	BMPR1A;CTNNB1;GLI3;GNAS;IFT172;LEF1;RARB;ROR2;TP63
GO:0050867	positive regulation of cell activation	http://amigo.geneontology.org/amigo/term/GO:0050867	310	14	9.400283649625177	1.489316761261585	0.09027667470237899	0.2238988553551824	2737;2956;3280;3572;4179;4292;4436;5063;5290;5588;5590;7048;54106;100133941	CD24;CD46;GLI3;HES1;IL6ST;MLH1;MSH2;MSH6;PAK3;PIK3CA;PRKCQ;PRKCZ;TGFBR2;TLR9
GO:0007163	establishment or maintenance of cell polarity	http://amigo.geneontology.org/amigo/term/GO:0007163	203	10	6.155669615722294	1.624518634732904	0.09034977339626771	0.2238988553551824	1741;3280;4131;4133;5590;9578;10565;23418;57787;81565	ARFGEF1;CDC42BPB;CRB1;DLG3;HES1;MAP1B;MAP2;MARK4;NDEL1;PRKCZ
GO:0090559	regulation of membrane permeability	http://amigo.geneontology.org/amigo/term/GO:0090559	79	5	2.3955561558722227	2.0871979927264523	0.09166305124906826	0.22649300453984889	1386;3002;7157;7533;8626	ATF2;GZMB;TP53;TP63;YWHAH
GO:0009112	nucleobase metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009112	36	3	1.0916458431822786	2.748144023756496	0.0948432819650018	0.23299650193714316	790;5631;25902	CAD;MTHFD1L;PRPS1
GO:0071604	transforming growth factor beta production	http://amigo.geneontology.org/amigo/term/GO:0071604	36	3	1.0916458431822786	2.748144023756496	0.0948432819650018	0.23299650193714316	1386;4179;100133941	ATF2;CD24;CD46
GO:0016050	vesicle organization	http://amigo.geneontology.org/amigo/term/GO:0016050	313	14	9.491254136557034	1.4750421597159467	0.09570050683549447	0.2344248726517876	19;302;811;2153;5027;5798;8417;9839;10342;10497;23682;56681;57617;143425	ABCA1;ANXA2;CALR;F5;P2RX7;PTPRN;RAB38;SAR1A;STX7;SYT9;TFG;UNC13B;VPS18;ZEB2
GO:0098781	ncRNA transcription	http://amigo.geneontology.org/amigo/term/GO:0098781	104	6	3.1536435469710273	1.9025612472160356	0.09629544615374153	0.23520439434103532	283;2959;2972;6667;9328;11137	ANG;BRF1;GTF2B;GTF3C5;PWP1;SP1
GO:0002526	acute inflammatory response	http://amigo.geneontology.org/amigo/term/GO:0002526	154	8	4.669818329168637	1.7131287420819714	0.09688749884918357	0.23597241840059036	134;3075;3572;4179;5468;5627;8792;91807	ADORA1;CD46;CFH;IL6ST;MYLK3;PPARG;PROS1;TNFRSF11A
GO:0097485	neuron projection guidance	http://amigo.geneontology.org/amigo/term/GO:0097485	260	12	7.884108867427568	1.5220489977728284	0.0985180755245808	0.23925818341683908	682;1630;2045;2737;5290;5588;5979;6712;51466;57453;64919;152330	BCL11B;BSG;CNTN4;DCC;DSCAML1;EPHA7;EVL;GLI3;PIK3CA;PRKCQ;RET;SPTBN2
GO:0000726	non-recombinational repair	http://amigo.geneontology.org/amigo/term/GO:0000726	81	5	2.456203147160127	2.0356622398196267	0.09937800376776829	0.24065898348319956	472;3980;4292;5422;7515	ATM;LIG3;MLH1;POLA1;XRCC1
GO:0007224	smoothened signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007224	130	7	3.942054433713784	1.7757238307349665	0.10058148058079219	0.2428814161752084	2737;3280;4920;6095;7048;26160;132884	EVC2;GLI3;HES1;IFT172;ROR2;RORA;TGFBR2
GO:0002209	behavioral defense response	http://amigo.geneontology.org/amigo/term/GO:0002209	37	3	1.1219693388262308	2.673869860952266	0.10100430533282045	0.24321150009319373	1981;6198;10522	DEAF1;EIF4G1;RPS6KB1
GO:0042770	signal transduction in response to DNA damage	http://amigo.geneontology.org/amigo/term/GO:0042770	131	7	3.9723779293577364	1.7621686869888982	0.10366057985087584	0.24849532983976716	472;891;2033;6790;7157;11200;56950	ATM;AURKA;CCNB1;CHEK2;EP300;SMYD2;TP53
GO:0022412	cellular process involved in reproduction in multicellular organism	http://amigo.geneontology.org/amigo/term/GO:0022412	345	15	10.461605997163504	1.4338142732642587	0.10378334363896158	0.24849532983976716	283;891;1499;3815;4292;4436;6198;6790;8322;10522;23397;27030;56159;204474;245711	ANG;AURKA;CCNB1;CTNNB1;DEAF1;FZD4;KIT;MLH1;MLH3;MSH2;NCAPH;PDILT;RPS6KB1;SPDYA;TEX11
GO:1902115	regulation of organelle assembly	http://amigo.geneontology.org/amigo/term/GO:1902115	209	10	6.337610589586006	1.5778817361281317	0.10428920351411108	0.24900512074998435	822;2895;5601;5789;5802;8558;9474;9924;57787;91807	ATG5;CAPG;CDK10;GRID2;MAPK9;MARK4;MYLK3;PAN2;PTPRD;PTPRS
GO:0043279	response to alkaloid	http://amigo.geneontology.org/amigo/term/GO:0043279	107	6	3.244614033902884	1.849218408509044	0.10662862603549106	0.25284609246752654	114;790;5468;5520;5581;7074	ADCY8;CAD;PPARG;PPP2R2A;PRKCE;TIAM1
GO:0030048	actin filament-based movement	http://amigo.geneontology.org/amigo/term/GO:0030048	132	7	4.002701425001688	1.7488189242086793	0.10679029081863767	0.25284609246752654	134;287;783;1756;3752;4430;55800	ADORA1;ANK2;CACNB2;DMD;KCND3;MYO1B;SCN3B
GO:0051262	protein tetramerization	http://amigo.geneontology.org/amigo/term/GO:0051262	132	7	4.002701425001688	1.7488189242086793	0.10679029081863767	0.25284609246752654	31;302;5211;6223;7157;8626;51466	ACACA;ANXA2;EVL;PFKL;RPS19;TP53;TP63
GO:0006839	mitochondrial transport	http://amigo.geneontology.org/amigo/term/GO:0006839	237	11	7.186668467616668	1.5306118613327317	0.10722556401508687	0.25317147059117734	31;1386;3002;6721;7157;7332;7385;7533;8626;10440;55294	ACACA;ATF2;FBXW7;GZMB;SREBF2;TIMM17A;TP53;TP63;UBE2L3;UQCRC2;YWHAH
GO:0048857	neural nucleus development	http://amigo.geneontology.org/amigo/term/GO:0048857	60	4	1.819409738637131	2.1985152190051966	0.10845995532535246	0.25537662611232576	60;801;7533;7707	ACTB;CALM1;YWHAH;ZNF148
GO:0104004	cellular response to environmental stimulus	http://amigo.geneontology.org/amigo/term/GO:0104004	320	14	9.7035186060647	1.4427756124721602	0.10912570835418745	0.25623439806922466	355;472;654;801;1958;2033;2911;5422;6416;6872;7157;7486;11200;55872	ATM;BMP6;CALM1;CHEK2;EGR1;EP300;FAS;GRM1;MAP2K4;PBK;POLA1;TAF1;TP53;WRN
GO:0051604	protein maturation	http://amigo.geneontology.org/amigo/term/GO:0051604	321	14	9.733842101708651	1.438280984395923	0.1111314092803285	0.2597488130537614	302;811;2033;2737;3075;4179;5027;5126;5627;6653;7385;9391;10440;26160	ANXA2;CALR;CD46;CFH;CIAO1;EP300;GLI3;IFT172;P2RX7;PCSK2;PROS1;SORL1;TIMM17A;UQCRC2
GO:0051348	negative regulation of transferase activity	http://amigo.geneontology.org/amigo/term/GO:0051348	266	12	8.066049841291282	1.4877170654922383	0.11142470092653456	0.2597488130537614	324;4085;4763;5468;5585;5795;6653;7157;11122;11213;65125;81848	APC;IRAK3;MAD2L1;NF1;PKN1;PPARG;PTPRJ;PTPRT;SORL1;SPRY4;TP53;WNK1
GO:0050886	endocrine process	http://amigo.geneontology.org/amigo/term/GO:0050886	84	5	2.5471736340919837	1.9629600169689254	0.11153919619367403	0.2597488130537614	654;2778;3845;4846;8322	BMP6;FZD4;GNAS;KRAS;NOS3
GO:0031023	microtubule organizing center organization	http://amigo.geneontology.org/amigo/term/GO:0031023	134	7	4.0633484162895925	1.72271714922049	0.11320019882515275	0.26289663661579193	899;1499;4751;5314;6790;57787;81565	AURKA;CCNF;CTNNB1;MARK4;NDEL1;NEK2;PKHD1
GO:0034504	protein localization to nucleus	http://amigo.geneontology.org/amigo/term/GO:0034504	267	12	8.096373336935233	1.4821450914641776	0.11366755558365615	0.26326273091582486	811;999;1434;2737;3842;4763;7295;7486;10445;23345;84445;201163	CALR;CDH1;CSE1L;FLCN;GLI3;LZTS2;MCRS1;NF1;SYNE1;TNPO1;TXN;WRN
GO:0019835	cytolysis	http://amigo.geneontology.org/amigo/term/GO:0019835	40	3	1.2129398257580875	2.473329621380846	0.12039635731821463	0.2780894122839197	3002;5027;5551	GZMB;P2RX7;PRF1
GO:0050817	coagulation	http://amigo.geneontology.org/amigo/term/GO:0050817	326	14	9.885459579928412	1.4162214600953722	0.12148743511347249	0.2792388944212276	60;302;1281;2153;2778;4846;5027;5290;5579;5581;5583;5588;5627;5657	ACTB;ANXA2;COL3A1;F5;GNAS;NOS3;P2RX7;PIK3CA;PRKCB;PRKCE;PRKCH;PRKCQ;PROS1;PRTN3
GO:0060039	pericardium development	http://amigo.geneontology.org/amigo/term/GO:0060039	20	2	0.6064699128790437	3.297772828507795	0.1218795645062064	0.2792388944212276	650;4087	BMP2;SMAD2
GO:0071800	podosome assembly	http://amigo.geneontology.org/amigo/term/GO:0071800	20	2	0.6064699128790437	3.297772828507795	0.1218795645062064	0.2792388944212276	822;5601	CAPG;MAPK9
GO:0050954	sensory perception of mechanical stimulus	http://amigo.geneontology.org/amigo/term/GO:0050954	163	8	4.942729789964206	1.6185388115375683	0.12303345927106146	0.2811248397322641	2070;3815;4036;4919;6169;8322;8556;23621	BACE1;CDC14A;EYA4;FZD4;KIT;LRP2;ROR1;RPL38
GO:0048010	vascular endothelial growth factor receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0048010	87	5	2.6381441210238403	1.8952717405217212	0.12438175862395973	0.2834436858722943	3791;5290;5579;5587;8322	FZD4;KDR;PIK3CA;PRKCB;PRKD1
GO:0009636	response to toxic substance	http://amigo.geneontology.org/amigo/term/GO:0009636	499	20	15.13142432633214	1.321752636676471	0.12494417150926274	0.283474961148867	60;801;891;999;1147;1193;1728;1958;2074;2308;3791;4538;4846;4924;5581;6198;7295;8737;10202;80310	ACTB;CALM1;CCNB1;CDH1;CHUK;CLIC2;DHRS2;EGR1;ERCC6;FOXO1;KDR;ND4;NOS3;NQO1;NUCB1;PDGFD;PRKCE;RIPK1;RPS6KB1;TXN
GO:0098732	macromolecule deacylation	http://amigo.geneontology.org/amigo/term/GO:0098732	112	6	3.396231512122645	1.766664015272033	0.12506248285979427	0.283474961148867	2005;2033;2339;5187;5587;10467	ELK4;EP300;FNTA;PER1;PRKD1;ZNHIT1
GO:0002931	response to ischemia	http://amigo.geneontology.org/amigo/term/GO:0002931	41	3	1.2432633214020397	2.41300450866424	0.12714376083674084	0.28742605508305774	1958;5027;29904	EEF2K;EGR1;P2RX7
GO:0043087	regulation of GTPase activity	http://amigo.geneontology.org/amigo/term/GO:0043087	472	19	14.312689943945431	1.3274932996111888	0.12839825283132256	0.28949208198043547	2042;4763;5657;5799;7074;8997;9138;9462;9744;10563;10565;55160;56882;57148;57186;64411;65125;80243;81565	ACAP1;ARAP3;ARFGEF1;ARHGEF1;ARHGEF10L;CDC42SE1;CXCL13;EPHA3;KALRN;NDEL1;NF1;PREX2;PRTN3;PTPRN2;RALGAPA2;RALGAPB;RASAL2;TIAM1;WNK1
GO:0048017	inositol lipid-mediated signaling	http://amigo.geneontology.org/amigo/term/GO:0048017	165	8	5.00337678125211	1.5989201592765068	0.12930384281131657	0.2907626094963468	2066;3791;3815;4763;5290;6198;80243;80310	ERBB4;KDR;KIT;NF1;PDGFD;PIK3CA;PREX2;RPS6KB1
GO:0036119	response to platelet-derived growth factor	http://amigo.geneontology.org/amigo/term/GO:0036119	21	2	0.6367934085229959	3.1407360271502807	0.13212471729351982	0.2947664296574589	57175;80310	CORO1B;PDGFD
GO:0098743	cell aggregation	http://amigo.geneontology.org/amigo/term/GO:0098743	21	2	0.6367934085229959	3.1407360271502807	0.13212471729351982	0.2947664296574589	4256;4920	MGP;ROR2
GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	http://amigo.geneontology.org/amigo/term/GO:1901522	21	2	0.6367934085229959	3.1407360271502807	0.13212471729351982	0.2947664296574589	650;2033	BMP2;EP300
GO:0001578	microtubule bundle formation	http://amigo.geneontology.org/amigo/term/GO:0001578	89	5	2.6987911123117447	1.8526813643302218	0.13330636348826697	0.29662410723829036	4131;4133;7802;26140;57787	DNALI1;MAP1B;MAP2;MARK4;TTLL3
GO:0009187	cyclic nucleotide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009187	42	3	1.2735868170459919	2.3555520203627105	0.1340229315473428	0.29743992641055195	114;2977;6095	ADCY8;GUCY1A2;RORA
GO:0050727	regulation of inflammatory response	http://amigo.geneontology.org/amigo/term/GO:0050727	361	15	10.94678192746674	1.3702657182165352	0.1359997209720929	0.3010410490267681	134;472;3075;3572;3620;4179;5187;5468;5627;6095;6223;7052;8792;54106;55872	ADORA1;ATM;CD46;CFH;IDO1;IL6ST;PBK;PER1;PPARG;PROS1;RORA;RPS19;TGM2;TLR9;TNFRSF11A
GO:0006090	pyruvate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006090	115	6	3.4872019990545016	1.7205771279171103	0.1368209945668849	0.3020723256671485	189;682;863;5027;5162;5211	AGXT;BSG;CBFA2T3;P2RX7;PDHB;PFKL
GO:0051341	regulation of oxidoreductase activity	http://amigo.geneontology.org/amigo/term/GO:0051341	90	5	2.7291146079556965	1.832096015837664	0.13787370900512397	0.30360790843097246	493;801;3845;4846;7421	ATP2B4;CALM1;KRAS;NOS3;VDR
GO:0071216	cellular response to biotic stimulus	http://amigo.geneontology.org/amigo/term/GO:0071216	222	10	6.7318160329573855	1.4854832560845923	0.1384855154488147	0.3041671527945543	19;654;1649;3627;4283;4846;5581;6373;7157;10563	ABCA1;BMP6;CXCL10;CXCL11;CXCL13;CXCL9;DDIT3;NOS3;PRKCE;TP53
GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	http://amigo.geneontology.org/amigo/term/GO:0007187	250	11	7.580873910988046	1.4510200445434298	0.13965741084167993	0.3059505134418246	19;114;134;493;2692;2778;3361;3627;4283;6373;9590	ABCA1;ADCY8;ADORA1;AKAP12;ATP2B4;CXCL10;CXCL11;CXCL9;GHRHR;GNAS;HTR5A
GO:0008637	apoptotic mitochondrial changes	http://amigo.geneontology.org/amigo/term/GO:0008637	116	6	3.5175254946984533	1.7057445664695492	0.14085235250718064	0.30777506331903226	1386;2066;3002;7157;7533;8626	ATF2;ERBB4;GZMB;TP53;TP63;YWHAH
GO:0033622	integrin activation	http://amigo.geneontology.org/amigo/term/GO:0033622	22	2	0.6671169041669481	2.99797529864345	0.14255691721967656	0.3107009734275002	1015;10563	CDH17;CXCL13
GO:0003158	endothelium development	http://amigo.geneontology.org/amigo/term/GO:0003158	117	6	3.5478489903424055	1.6911655530809206	0.14493826365843832	0.31459223494728067	302;654;1499;3627;3791;5802	ANXA2;BMP6;CTNNB1;CXCL10;KDR;PTPRS
GO:0007626	locomotory behavior	http://amigo.geneontology.org/amigo/term/GO:0007626	197	9	5.973728641858581	1.506596723683764	0.145435290625485	0.31459223494728067	114;1958;2911;3620;5581;8029;8322;8997;80243	ADCY8;CUBN;EGR1;FZD4;GRM1;IDO1;KALRN;PREX2;PRKCE
GO:0048678	response to axon injury	http://amigo.geneontology.org/amigo/term/GO:0048678	67	4	2.0316742081447963	1.9688195991091315	0.14545264509915445	0.31459223494728067	673;5802;6696;81565	BRAF;NDEL1;PTPRS;SPP1
GO:0002181	cytoplasmic translation	http://amigo.geneontology.org/amigo/term/GO:0002181	92	5	2.789761599243601	1.7922678415803235	0.147211703655882	0.31678467875316374	1981;2935;6169;8664;152789	EIF3D;EIF4G1;GSPT1;JAKMIP1;RPL38
GO:0072376	protein activation cascade	http://amigo.geneontology.org/amigo/term/GO:0072376	92	5	2.789761599243601	1.7922678415803235	0.147211703655882	0.31678467875316374	2219;2220;3075;4179;5627	CD46;CFH;FCN1;FCN2;PROS1
GO:0014075	response to amine	http://amigo.geneontology.org/amigo/term/GO:0014075	44	3	1.3342338083338963	2.2484814739825874	0.14815259061765973	0.3180042980429565	790;801;50484	CAD;CALM1;RRM2B
GO:0060491	regulation of cell projection assembly	http://amigo.geneontology.org/amigo/term/GO:0060491	199	9	6.034375633146485	1.491455048068852	0.1517351271233811	0.32457939741096636	324;688;3815;5027;8558;9474;51466;57787;81565	APC;ATG5;CDK10;EVL;KIT;KLF5;MARK4;NDEL1;P2RX7
GO:1990868	response to chemokine	http://amigo.geneontology.org/amigo/term/GO:1990868	93	5	2.820085094887553	1.7729961443590296	0.1519795296112525	0.32457939741096636	3627;4283;6373;10563;65125	CXCL10;CXCL11;CXCL13;CXCL9;WNK1
GO:0032634	interleukin-5 production	http://amigo.geneontology.org/amigo/term/GO:0032634	23	2	0.6974403998109002	2.8676285465285174	0.15315546921383771	0.3254553720794051	5590;51176	LEF1;PRKCZ
GO:0070193	synaptonemal complex organization	http://amigo.geneontology.org/amigo/term/GO:0070193	23	2	0.6974403998109002	2.8676285465285174	0.15315546921383771	0.3254553720794051	27030;56159	MLH3;TEX11
GO:0010608	posttranscriptional regulation of gene expression	http://amigo.geneontology.org/amigo/term/GO:0010608	486	19	14.737218882960763	1.2892527518857635	0.15540693154322138	0.32941618905670367	283;811;1153;1613;1981;3842;4087;5187;5468;6169;6198;6418;6949;7157;8241;8664;9444;9967;152789	ANG;CALR;CIRBP;DAPK3;EIF3D;EIF4G1;JAKMIP1;PER1;PPARG;QKI;RBM10;RPL38;RPS6KB1;SET;SMAD2;TCOF1;THRAP3;TNPO1;TP53
GO:0015849	organic acid transport	http://amigo.geneontology.org/amigo/term/GO:0015849	313	13	9.491254136557034	1.3696820054505219	0.15726434065023465	0.3322267150278954	31;134;189;682;4036;4763;5027;5468;6198;6579;8792;28234;114571	ACACA;ADORA1;AGXT;BSG;LRP2;NF1;P2RX7;PPARG;RPS6KB1;SLC22A9;SLCO1A2;SLCO1B3;TNFRSF11A
GO:0038061	NIK/NF-kappaB signaling	http://amigo.geneontology.org/amigo/term/GO:0038061	120	6	3.638819477274262	1.6488864142538975	0.15751454841910806	0.3322267150278954	811;1147;1896;9770;10920;54106	CALR;CHUK;COPS8;EDA;RASSF2;TLR9
GO:0010256	endomembrane system organization	http://amigo.geneontology.org/amigo/term/GO:0010256	400	16	12.129398257580874	1.319109131403118	0.15879985442076272	0.33385032805423953	19;287;400;891;5027;5579;5587;5798;10142;10565;23345;23418;23682;57142;57617;81565	ABCA1;AKAP9;ANK2;ARFGEF1;ARL1;CCNB1;CRB1;NDEL1;P2RX7;PRKCB;PRKD1;PTPRN;RAB38;RTN4;SYNE1;VPS18
GO:0006813	potassium ion transport	http://amigo.geneontology.org/amigo/term/GO:0006813	229	10	6.9440805024650505	1.4400754709641026	0.15906986219054942	0.33385032805423953	134;287;3752;4846;7881;9472;10060;10142;56479;65125	ABCC9;ADORA1;AKAP6;AKAP9;ANK2;KCNAB1;KCND3;KCNQ5;NOS3;WNK1
GO:0035264	multicellular organism growth	http://amigo.geneontology.org/amigo/term/GO:0035264	147	7	4.457553859660972	1.5703680135751403	0.1595291345600599	0.3339895674286969	2074;2692;2778;5290;5915;6712;83931	ERCC6;GHRHR;GNAS;PIK3CA;RARB;SPTBN2;STK40
